Nom de zone;Nom usuel;Plancher;Plafond;Nb sommets;Contient un arc (limite circulaire densifiée);Liste de coordonnées (telle que publiée, source openAIP/AIP)
R46N1;CORBIERES;SFC;800ft AGL;211;Oui;"43°16'0.01""N , 1°39'0""E - 43°9'0""N , 1°38'20""E - 43°2'56""N , 2°11'55""E - 43°2'56.91""N , 2°11'54.9""E - 43°2'57.81""N , 2°11'54.83""E - 43°2'58.72""N , 2°11'54.79""E - 43°2'59.62""N , 2°11'54.76""E - 43°3'0.53""N , 2°11'54.76""E - 43°3'1.43""N , 2°11'54.79""E - 43°3'2.34""N , 2°11'54.83""E - 43°3'3.24""N , 2°11'54.9""E - 43°3'4.15""N , 2°11'54.99""E - 43°3'5.05""N , 2°11'55.11""E - 43°3'5.95""N , 2°11'55.24""E - 43°3'6.85""N , 2°11'55.41""E - 43°3'7.74""N , 2°11'55.59""E - 43°3'8.64""N , 2°11'55.8""E - 43°3'9.53""N , 2°11'56.03""E - 43°3'10.42""N , 2°11'56.28""E - 43°3'11.3""N , 2°11'56.56""E - 43°3'12.18""N , 2°11'56.86""E - 43°3'13.06""N , 2°11'57.18""E - 43°3'13.93""N , 2°11'57.52""E - 43°3'14.79""N , 2°11'57.89""E - 43°3'15.66""N , 2°11'58.28""E - 43°3'16.51""N , 2°11'58.69""E - 43°3'17.36""N , 2°11'59.13""E - 43°3'18.21""N , 2°11'59.58""E - 43°3'19.04""N , 2°12'0.06""E - 43°3'19.88""N , 2°12'0.56""E - 43°3'20.7""N , 2°12'1.08""E - 43°3'21.51""N , 2°12'1.62""E - 43°3'22.32""N , 2°12'2.19""E - 43°3'23.12""N , 2°12'2.77""E - 43°3'23.92""N , 2°12'3.38""E - 43°3'24.7""N , 2°12'4""E - 43°3'25.48""N , 2°12'4.65""E - 43°3'26.24""N , 2°12'5.32""E - 43°3'27""N , 2°12'6""E - 43°3'27.75""N , 2°12'6.71""E - 43°3'28.48""N , 2°12'7.44""E - 43°3'29.21""N , 2°12'8.19""E - 43°3'29.93""N , 2°12'8.95""E - 43°3'30.63""N , 2°12'9.73""E - 43°3'31.33""N , 2°12'10.54""E - 43°3'32.01""N , 2°12'11.36""E - 43°3'32.68""N , 2°12'12.2""E - 43°3'33.34""N , 2°12'13.05""E - 43°3'33.99""N , 2°12'13.92""E - 43°3'34.62""N , 2°12'14.82""E - 43°3'35.24""N , 2°12'15.72""E - 43°3'35.85""N , 2°12'16.65""E - 43°3'36.45""N , 2°12'17.59""E - 43°3'37.03""N , 2°12'18.54""E - 43°3'37.6""N , 2°12'19.51""E - 43°3'38.16""N , 2°12'20.5""E - 43°3'38.7""N , 2°12'21.5""E - 43°3'39.23""N , 2°12'22.51""E - 43°3'39.74""N , 2°12'23.54""E - 43°3'40.24""N , 2°12'24.58""E - 43°3'40.72""N , 2°12'25.63""E - 43°3'41.19""N , 2°12'26.69""E - 43°3'41.65""N , 2°12'27.77""E - 43°3'42.09""N , 2°12'28.86""E - 43°3'42.51""N , 2°12'29.96""E - 43°3'42.92""N , 2°12'31.07""E - 43°3'43.32""N , 2°12'32.19""E - 43°3'43.69""N , 2°12'33.32""E - 43°3'44.06""N , 2°12'34.46""E - 43°3'44.4""N , 2°12'35.61""E - 43°3'44.73""N , 2°12'36.77""E - 43°3'45.05""N , 2°12'37.94""E - 43°3'45.35""N , 2°12'39.11""E - 43°3'45.63""N , 2°12'40.3""E - 43°3'45.89""N , 2°12'41.49""E - 43°3'46.14""N , 2°12'42.69""E - 43°3'46.38""N , 2°12'43.89""E - 43°3'46.59""N , 2°12'45.1""E - 43°3'46.79""N , 2°12'46.31""E - 43°3'46.97""N , 2°12'47.53""E - 43°3'47.13""N , 2°12'48.75""E - 43°3'47.28""N , 2°12'49.98""E - 43°3'47.42""N , 2°12'51.21""E - 43°3'47.53""N , 2°12'52.44""E - 43°3'47.62""N , 2°12'53.68""E - 43°3'47.7""N , 2°12'54.92""E - 43°3'47.76""N , 2°12'56.16""E - 43°3'47.81""N , 2°12'57.41""E - 43°3'47.84""N , 2°12'58.65""E - 43°3'47.85""N , 2°12'59.89""E - 43°3'47.84""N , 2°13'1.14""E - 43°3'47.82""N , 2°13'2.38""E - 43°3'47.78""N , 2°13'3.63""E - 43°3'47.72""N , 2°13'4.87""E - 43°3'47.64""N , 2°13'6.11""E - 43°3'47.55""N , 2°13'7.35""E - 43°3'47.44""N , 2°13'8.58""E - 43°3'47.31""N , 2°13'9.81""E - 43°3'47.16""N , 2°13'11.04""E - 43°3'47.01""N , 2°13'12.26""E - 43°3'46.83""N , 2°13'13.48""E - 43°3'46.63""N , 2°13'14.7""E - 43°3'46.42""N , 2°13'15.91""E - 43°3'46.19""N , 2°13'17.11""E - 43°3'45.94""N , 2°13'18.31""E - 43°3'45.68""N , 2°13'19.5""E - 43°3'45.4""N , 2°13'20.69""E - 43°3'45.11""N , 2°13'21.86""E - 43°3'44.79""N , 2°13'23.03""E - 43°3'44.47""N , 2°13'24.19""E - 43°3'44.13""N , 2°13'25.35""E - 43°3'43.77""N , 2°13'26.49""E - 43°3'43.39""N , 2°13'27.62""E - 43°3'43""N , 2°13'28.74""E - 43°3'42.59""N , 2°13'29.86""E - 43°3'42.17""N , 2°13'30.96""E - 43°3'41.73""N , 2°13'32.05""E - 43°3'41.28""N , 2°13'33.13""E - 43°3'40.81""N , 2°13'34.19""E - 43°3'40.33""N , 2°13'35.25""E - 43°3'39.83""N , 2°13'36.29""E - 43°3'39.32""N , 2°13'37.32""E - 43°3'38.8""N , 2°13'38.34""E - 43°3'38.26""N , 2°13'39.34""E - 43°3'37.71""N , 2°13'40.33""E - 43°3'37.14""N , 2°13'41.3""E - 43°3'36.56""N , 2°13'42.26""E - 43°3'35.97""N , 2°13'43.2""E - 43°3'35.36""N , 2°13'44.13""E - 43°3'34.74""N , 2°13'45.04""E - 43°3'34.11""N , 2°13'45.93""E - 43°3'33.47""N , 2°13'46.81""E - 43°3'32.81""N , 2°13'47.68""E - 43°3'32.14""N , 2°13'48.52""E - 43°3'31.46""N , 2°13'49.35""E - 43°3'30.77""N , 2°13'50.16""E - 43°3'30.07""N , 2°13'50.94""E - 43°3'29.36""N , 2°13'51.72""E - 43°3'28.64""N , 2°13'52.47""E - 43°3'27.9""N , 2°13'53.21""E - 43°3'27.16""N , 2°13'53.92""E - 43°3'26.41""N , 2°13'54.62""E - 43°3'25.64""N , 2°13'55.3""E - 43°3'24.87""N , 2°13'55.95""E - 43°3'24.09""N , 2°13'56.59""E - 43°3'23.3""N , 2°13'57.21""E - 43°3'22.5""N , 2°13'57.8""E - 43°3'21.7""N , 2°13'58.38""E - 43°3'20.88""N , 2°13'58.93""E - 43°3'20.06""N , 2°13'59.46""E - 43°3'19.23""N , 2°13'59.97""E - 43°3'18.4""N , 2°14'0.46""E - 43°3'17.55""N , 2°14'0.93""E - 43°3'16.7""N , 2°14'1.37""E - 43°3'15.85""N , 2°14'1.8""E - 43°3'14.99""N , 2°14'2.19""E - 43°3'14.12""N , 2°14'2.58""E - 43°3'13.25""N , 2°14'2.93""E - 43°3'12.38""N , 2°14'3.26""E - 43°3'11.49""N , 2°14'3.57""E - 43°3'10.61""N , 2°14'3.86""E - 43°3'9.72""N , 2°14'4.12""E - 43°3'8.83""N , 2°14'4.37""E - 43°3'7.94""N , 2°14'4.59""E - 43°3'7.04""N , 2°14'4.78""E - 43°3'6.14""N , 2°14'4.95""E - 43°3'5.23""N , 2°14'5.1""E - 43°3'4.33""N , 2°14'5.22""E - 43°3'3.43""N , 2°14'5.32""E - 43°3'2.52""N , 2°14'5.4""E - 43°3'1.61""N , 2°14'5.45""E - 43°3'0.7""N , 2°14'5.48""E - 43°2'59.79""N , 2°14'5.49""E - 43°2'58.88""N , 2°14'5.47""E - 43°2'57.97""N , 2°14'5.43""E - 43°2'57.07""N , 2°14'5.37""E - 43°2'56.16""N , 2°14'5.28""E - 43°2'55.26""N , 2°14'5.17""E - 43°2'54.35""N , 2°14'5.03""E - 43°2'53.45""N , 2°14'4.87""E - 43°2'52.55""N , 2°14'4.69""E - 43°2'51.66""N , 2°14'4.48""E - 43°2'50.76""N , 2°14'4.26""E - 43°2'49.87""N , 2°14'4.01""E - 43°2'48.98""N , 2°14'3.73""E - 43°2'48.1""N , 2°14'3.43""E - 43°2'47.22""N , 2°14'3.11""E - 43°2'46.35""N , 2°14'2.77""E - 43°2'45.48""N , 2°14'2.4""E - 43°2'44.62""N , 2°14'2.01""E - 43°2'43.76""N , 2°14'1.6""E - 43°2'42.91""N , 2°14'1.17""E - 43°2'42.06""N , 2°14'0.71""E - 43°2'41.22""N , 2°14'0.24""E - 43°2'40.39""N , 2°13'59.74""E - 43°2'39.56""N , 2°13'59.21""E - 43°2'38.75""N , 2°13'58.67""E - 43°2'37.94""N , 2°13'58.11""E - 43°2'37.13""N , 2°13'57.53""E - 43°2'36.34""N , 2°13'56.92""E - 43°2'35.55""N , 2°13'56.29""E - 43°2'34.77""N , 2°13'55.65""E - 43°2'34.01""N , 2°13'54.98""E - 43°1'59.99""N , 2°16'59.99""E - 43°0'29.02""N , 2°48'29.99""E - 43°6'0""N , 2°48'29.99""E - 43°7'48""N , 2°48'27""E - 43°7'55.99""N , 2°24'9""E - 43°8'55""N , 2°11'20""E - 43°9'20.99""N , 2°5'52.01""E - 43°16'0.01""N , 1°39'0""E"
R46N2;LACAUNE;SFC;800ft AGL;9;Non;"44°8'10""N , 2°25'0.01""E - 44°1'50.02""N , 2°10'0.01""E - 44°0'40""N , 2°22'30""E - 43°57'40""N , 2°28'30""E - 43°30'56.02""N , 2°40'44""E - 43°33'0""N , 2°50'20""E - 43°54'0""N , 2°40'59.99""E - 44°3'29.99""N , 2°36'20.02""E - 44°8'10""N , 2°25'0.01""E"
R56;LORIENT;800ft AGL;2500ft AMSL;204;Oui;"48°16'0.01""N , 3°13'0.01""W - 48°1'37.99""N , 3°26'13.99""W - 48°1'37.97""N , 3°26'10.42""W - 48°1'37.95""N , 3°26'6.86""W - 48°1'37.92""N , 3°26'3.29""W - 48°1'37.88""N , 3°25'59.72""W - 48°1'37.83""N , 3°25'56.15""W - 48°1'37.78""N , 3°25'52.58""W - 48°1'37.73""N , 3°25'49.02""W - 48°1'37.67""N , 3°25'45.45""W - 48°1'37.6""N , 3°25'41.88""W - 48°1'37.53""N , 3°25'38.32""W - 48°1'37.45""N , 3°25'34.75""W - 48°1'37.37""N , 3°25'31.18""W - 48°1'37.27""N , 3°25'27.62""W - 48°1'37.17""N , 3°25'24.05""W - 48°1'37.07""N , 3°25'20.49""W - 48°1'36.97""N , 3°25'16.92""W - 48°1'36.85""N , 3°25'13.36""W - 48°1'36.73""N , 3°25'9.79""W - 48°1'36.6""N , 3°25'6.23""W - 48°1'36.47""N , 3°25'2.67""W - 48°1'36.33""N , 3°24'59.1""W - 48°1'36.19""N , 3°24'55.54""W - 48°1'36.04""N , 3°24'51.98""W - 48°1'35.88""N , 3°24'48.42""W - 48°1'35.72""N , 3°24'44.86""W - 48°1'35.55""N , 3°24'41.3""W - 48°1'35.37""N , 3°24'37.74""W - 48°1'35.19""N , 3°24'34.18""W - 48°1'35.01""N , 3°24'30.63""W - 48°1'34.82""N , 3°24'27.07""W - 48°1'34.62""N , 3°24'23.51""W - 48°1'34.42""N , 3°24'19.95""W - 48°1'34.2""N , 3°24'16.4""W - 48°1'33.99""N , 3°24'12.85""W - 48°1'33.77""N , 3°24'9.3""W - 48°1'33.54""N , 3°24'5.74""W - 48°1'33.31""N , 3°24'2.19""W - 48°1'33.07""N , 3°23'58.64""W - 48°1'32.82""N , 3°23'55.09""W - 48°1'32.57""N , 3°23'51.54""W - 48°1'32.31""N , 3°23'47.99""W - 48°1'32.05""N , 3°23'44.45""W - 48°1'31.78""N , 3°23'40.9""W - 48°1'31.5""N , 3°23'37.36""W - 48°1'31.22""N , 3°23'33.81""W - 48°1'30.94""N , 3°23'30.27""W - 48°1'30.64""N , 3°23'26.73""W - 48°1'30.35""N , 3°23'23.19""W - 48°1'30.04""N , 3°23'19.65""W - 48°1'29.73""N , 3°23'16.11""W - 48°1'29.41""N , 3°23'12.58""W - 48°1'29.09""N , 3°23'9.04""W - 48°1'28.76""N , 3°23'5.51""W - 48°1'28.42""N , 3°23'1.97""W - 48°1'28.08""N , 3°22'58.44""W - 48°1'27.74""N , 3°22'54.91""W - 48°1'27.39""N , 3°22'51.38""W - 48°1'27.03""N , 3°22'47.85""W - 48°1'26.66""N , 3°22'44.33""W - 48°1'26.29""N , 3°22'40.8""W - 48°1'25.92""N , 3°22'37.28""W - 48°1'25.54""N , 3°22'33.75""W - 48°1'25.15""N , 3°22'30.23""W - 48°1'24.75""N , 3°22'26.72""W - 48°1'24.36""N , 3°22'23.2""W - 48°1'23.95""N , 3°22'19.68""W - 48°1'23.54""N , 3°22'16.17""W - 48°1'23.12""N , 3°22'12.65""W - 48°1'22.7""N , 3°22'9.14""W - 48°1'22.27""N , 3°22'5.63""W - 48°1'21.84""N , 3°22'2.12""W - 48°1'21.39""N , 3°21'58.62""W - 48°1'20.95""N , 3°21'55.11""W - 48°1'20.5""N , 3°21'51.61""W - 48°1'20.04""N , 3°21'48.1""W - 48°1'19.57""N , 3°21'44.6""W - 48°1'19.1""N , 3°21'41.1""W - 48°1'18.63""N , 3°21'37.61""W - 48°1'18.15""N , 3°21'34.11""W - 48°1'17.66""N , 3°21'30.62""W - 48°1'17.17""N , 3°21'27.13""W - 48°1'16.67""N , 3°21'23.64""W - 48°1'16.16""N , 3°21'20.15""W - 48°1'15.65""N , 3°21'16.67""W - 48°1'15.14""N , 3°21'13.19""W - 48°1'14.61""N , 3°21'9.7""W - 48°1'14.08""N , 3°21'6.22""W - 48°1'13.55""N , 3°21'2.75""W - 48°1'13.01""N , 3°20'59.27""W - 48°1'12.46""N , 3°20'55.8""W - 48°1'11.91""N , 3°20'52.32""W - 48°1'11.36""N , 3°20'48.85""W - 48°1'10.79""N , 3°20'45.39""W - 48°1'10.23""N , 3°20'41.92""W - 48°1'9.65""N , 3°20'38.46""W - 48°1'9.07""N , 3°20'35""W - 48°1'8.48""N , 3°20'31.54""W - 48°1'7.89""N , 3°20'28.09""W - 48°1'7.29""N , 3°20'24.63""W - 48°1'6.69""N , 3°20'21.18""W - 48°1'6.08""N , 3°20'17.73""W - 48°1'5.47""N , 3°20'14.28""W - 48°1'4.84""N , 3°20'10.83""W - 48°1'4.22""N , 3°20'7.39""W - 48°1'3.59""N , 3°20'3.95""W - 48°1'2.95""N , 3°20'0.51""W - 48°1'2.31""N , 3°19'57.08""W - 48°1'1.65""N , 3°19'53.64""W - 48°1'1""N , 3°19'50.21""W - 48°1'0.34""N , 3°19'46.79""W - 48°0'59.67""N , 3°19'43.36""W - 48°0'59""N , 3°19'39.94""W - 48°0'58.32""N , 3°19'36.52""W - 48°0'57.64""N , 3°19'33.1""W - 48°0'56.95""N , 3°19'29.68""W - 48°0'56.25""N , 3°19'26.27""W - 48°0'55.55""N , 3°19'22.86""W - 48°0'54.85""N , 3°19'19.45""W - 48°0'54.13""N , 3°19'16.05""W - 48°0'53.41""N , 3°19'12.64""W - 48°0'52.69""N , 3°19'9.25""W - 48°0'51.96""N , 3°19'5.85""W - 48°0'51.23""N , 3°19'2.45""W - 48°0'50.49""N , 3°18'59.06""W - 48°0'49.74""N , 3°18'55.67""W - 48°0'48.99""N , 3°18'52.29""W - 48°0'48.23""N , 3°18'48.91""W - 48°0'47.47""N , 3°18'45.53""W - 48°0'46.7""N , 3°18'42.15""W - 48°0'45.92""N , 3°18'38.77""W - 48°0'45.14""N , 3°18'35.4""W - 48°0'44.36""N , 3°18'32.03""W - 48°0'43.56""N , 3°18'28.67""W - 48°0'42.77""N , 3°18'25.3""W - 48°0'41.97""N , 3°18'21.95""W - 48°0'41.16""N , 3°18'18.59""W - 48°0'40.34""N , 3°18'15.24""W - 48°0'39.52""N , 3°18'11.88""W - 48°0'38.7""N , 3°18'8.54""W - 48°0'37.87""N , 3°18'5.19""W - 48°0'37.03""N , 3°18'1.85""W - 48°0'36.19""N , 3°17'58.51""W - 48°0'35.34""N , 3°17'55.18""W - 48°0'34.49""N , 3°17'51.85""W - 48°0'33.63""N , 3°17'48.52""W - 48°0'32.77""N , 3°17'45.19""W - 48°0'31.9""N , 3°17'41.87""W - 48°0'31.02""N , 3°17'38.55""W - 48°0'30.14""N , 3°17'35.24""W - 48°0'29.25""N , 3°17'31.92""W - 48°0'28.36""N , 3°17'28.62""W - 48°0'27.46""N , 3°17'25.31""W - 48°0'26.56""N , 3°17'22.01""W - 48°0'25.65""N , 3°17'18.71""W - 48°0'24.74""N , 3°17'15.41""W - 48°0'23.82""N , 3°17'12.12""W - 48°0'22.89""N , 3°17'8.84""W - 48°0'21.96""N , 3°17'5.55""W - 48°0'21.03""N , 3°17'2.27""W - 48°0'20.08""N , 3°16'58.99""W - 48°0'19.14""N , 3°16'55.72""W - 48°0'18.19""N , 3°16'52.45""W - 48°0'17.23""N , 3°16'49.18""W - 48°0'16.26""N , 3°16'45.92""W - 48°0'15.3""N , 3°16'42.66""W - 48°0'14.32""N , 3°16'39.4""W - 48°0'13.34""N , 3°16'36.15""W - 48°0'12.36""N , 3°16'32.9""W - 48°0'11.37""N , 3°16'29.65""W - 48°0'10.37""N , 3°16'26.41""W - 48°0'9.37""N , 3°16'23.17""W - 48°0'8.36""N , 3°16'19.94""W - 48°0'7.35""N , 3°16'16.71""W - 48°0'6.33""N , 3°16'13.48""W - 48°0'5.31""N , 3°16'10.26""W - 48°0'4.28""N , 3°16'7.04""W - 48°0'3.25""N , 3°16'3.83""W - 48°0'2.21""N , 3°16'0.62""W - 48°0'1.16""N , 3°15'57.41""W - 48°0'0.12""N , 3°15'54.21""W - 47°59'59.06""N , 3°15'51.01""W - 47°59'58""N , 3°15'47.81""W - 47°59'56.93""N , 3°15'44.62""W - 47°59'55.86""N , 3°15'41.43""W - 47°59'54.78""N , 3°15'38.25""W - 47°59'53.7""N , 3°15'35.07""W - 47°59'52.62""N , 3°15'31.9""W - 47°59'51.53""N , 3°15'28.72""W - 47°59'50.43""N , 3°15'25.56""W - 47°59'49.32""N , 3°15'22.4""W - 47°59'48.21""N , 3°15'19.24""W - 47°59'47.1""N , 3°15'16.08""W - 47°59'45.98""N , 3°15'12.93""W - 47°59'44.86""N , 3°15'9.79""W - 47°59'43.73""N , 3°15'6.65""W - 47°59'42.59""N , 3°15'3.51""W - 47°59'41.46""N , 3°15'0.37""W - 47°59'40.31""N , 3°14'57.25""W - 47°59'39.16""N , 3°14'54.12""W - 47°59'38""N , 3°14'51""W - 48°13'0.01""N , 3°3'14""W - 48°16'0.01""N , 3°13'0.01""W"
R57;BRETAGNE;800ft AGL;1800ft AGL;16;Non;"48°23'17.02""N , 1°26'56""W - 48°19'0.98""N , 1°46'3""W - 48°18'0""N , 2°8'30.01""W - 48°20'8.99""N , 2°30'4""W - 48°22'0.98""N , 3°0'0""W - 48°32'11""N , 3°40'40.01""W - 48°28'8""N , 3°48'55.01""W - 48°16'0.01""N , 3°13'0.01""W - 48°13'0.01""N , 3°3'14""W - 48°12'29.99""N , 1°41'30.01""W - 48°14'52.01""N , 1°23'56""W - 48°11'21.98""N , 1°9'6.01""W - 48°11'35.02""N , 0°57'14""W - 48°15'42.98""N , 0°57'20.99""W - 48°18'51.01""N , 1°9'32""W - 48°23'17.02""N , 1°26'56""W"
R589A;LOT SUD;SFC;6000ft AMSL;5;Non;"44°8'12.01""N , 3°15'46.01""E - 43°52'59.99""N , 3°23'30.01""E - 43°56'8.02""N , 3°33'24.01""E - 44°11'21.01""N , 3°25'32.99""E - 44°8'12.01""N , 3°15'46.01""E"
R589B;LOT NORD;SFC;4700ft AMSL;5;Non;"44°11'21.01""N , 3°25'32.99""E - 44°28'59.99""N , 3°16'13.01""E - 44°26'3.98""N , 3°6'38.02""E - 44°8'12.01""N , 3°15'46.01""E - 44°11'21.01""N , 3°25'32.99""E"
R590A;MENDE SUD;800ft AGL;6400ft AMSL;5;Non;"44°28'59.99""N , 3°16'13.01""E - 44°46'59.02""N , 3°7'0.01""E - 44°43'18.01""N , 2°57'51.98""E - 44°26'3.98""N , 3°6'38.02""E - 44°28'59.99""N , 3°16'13.01""E"
R590B;MENDE NORD;800ft AGL;5800ft AMSL;5;Non;"44°55'59.99""N , 2°55'0.01""E - 44°52'50.99""N , 2°45'14""E - 44°43'18.01""N , 2°57'51.98""E - 44°46'59.02""N , 3°7'0.01""E - 44°55'59.99""N , 2°55'0.01""E"
R591;ALLIER;800ft AGL;6600ft AMSL;6;Non;"44°49'0.01""N , 3°17'10""E - 44°25'30""N , 3°49'59.99""E - 44°22'54.01""N , 3°54'46.01""E - 44°36'1.01""N , 4°13'50.99""E - 44°39'29.99""N , 3°49'59.99""E - 44°49'0.01""N , 3°17'10""E"
R592;CANTAL;SFC;6400ft AMSL;8;Non;"45°4'59.99""N , 3°31'0.01""E - 45°4'59.99""N , 3°22'59.99""E - 44°55'59.99""N , 2°55'0.01""E - 44°46'59.02""N , 3°7'0.01""E - 44°49'0.01""N , 3°17'10""E - 44°39'29.99""N , 3°49'59.99""E - 44°50'39.98""N , 3°44'39.98""E - 45°4'59.99""N , 3°31'0.01""E"
R593;LES PUYS;800ft AGL;FL085;10;Non;"45°43'40.01""N , 2°35'30.01""E - 45°19'59.99""N , 2°28'0.01""E - 45°4'35""N , 2°30'0""E - 44°52'54.01""N , 2°45'16.99""E - 44°55'59.99""N , 2°55'0.01""E - 45°3'29.99""N , 2°45'0""E - 45°8'12.98""N , 2°43'5.02""E - 45°34'59.99""N , 2°43'23.02""E - 45°44'49.99""N , 2°46'30""E - 45°43'40.01""N , 2°35'30.01""E"
